":START_ID",":END_ID",":TYPE" 
"1912","3231","0"
"1912","2948","0"
"1912","3011","0"
"1912","2052","0"
"1912","3673","0"
"1913","2236","0"
"1913","2060","0"
"1913","3769","0"
"1913","2575","0"
"1914","3015","0"
"1915","3473","0"
"1916","2004","0"
"1916","3474","0"
"1916","2056","0"
"1917","3640","0"
"1917","3891","0"
"1917","3549","0"
"1918","2863","0"
"1918","2573","0"
"1918","2452","0"
"1919","3166","0"
"1919","3578","0"
"1919","2626","0"
"1919","2742","0"
"1920","3378","0"
"1920","3003","0"
"1920","3059","0"
"1920","2681","0"
"1920","2867","0"
"1921","3832","0"
"1922","2459","0"
"1922","3230","0"
"1922","2537","0"
"1922","2791","0"
"1923","2326","0"
"1923","3045","0"
"1923","2580","0"
"1923","2395","0"
"1923","3360","0"
"1924","2456","0"
"1924","2471","0"
"1924","3759","0"
"1925","2753","0"
"1925","2310","0"
"1925","2061","0"
"1925","3109","0"
"1925","3207","0"
"1926","3100","0"
"1926","3511","0"
"1926","2998","0"
"1927","2257","0"
"1927","3745","0"
"1927","2326","0"
"1927","3615","0"
"1928","2377","0"
"1928","2724","0"
"1928","3200","0"
"1928","3190","0"
"1928","3025","0"
"1929","3461","0"
"1930","2668","0"
"1931","2775","0"
"1931","2822","0"
"1931","2814","0"
"1931","3118","0"
"1931","2096","0"
"1932","2494","0"
"1933","2263","0"
"1933","2327","0"
"1933","3705","0"
"1934","3309","0"
"1934","2667","0"
"1934","3714","0"
"1934","3777","0"
"1935","3586","0"
"1936","2065","0"
"1937","2585","0"
"1937","2051","0"
"1937","2333","0"
"1937","2840","0"
"1937","2889","0"
"1938","3262","0"
"1938","2540","0"
"1938","3090","0"
"1938","3935","0"
"1938","2798","0"
"1939","2308","0"
"1939","3090","0"
"1939","2109","0"
"1940","2410","0"
"1940","3143","0"
"1940","3906","0"
"1940","3858","0"
"1940","2724","0"
"1941","3353","0"
"1941","2793","0"
"1941","3999","0"
"1941","3305","0"
"1941","2559","0"
"1942","2841","0"
"1942","2226","0"
"1942","3602","0"
"1942","2767","0"
"1943","3426","0"
"1943","3614","0"
"1944","2673","0"
"1944","3652","0"
"1944","2276","0"
"1945","2664","0"
"1946","2820","0"
"1946","3258","0"
"1947","2068","0"
"1947","3939","0"
"1947","2780","0"
"1947","3364","0"
"1948","3215","0"
"1948","3415","0"
"1948","3962","0"
"1948","2072","0"
"1949","3249","0"
"1949","3188","0"
"1949","2350","0"
"1949","3077","0"
"1950","3607","0"
"1951","3039","0"
"1951","2996","0"
"1952","3485","0"
"1952","2584","0"
"1952","2440","0"
"1953","2916","0"
"1953","2132","0"
"1953","2905","0"
"1953","2338","0"
"1954","2933","0"
"1955","2967","0"
"1955","3950","0"
"1955","3162","0"
"1955","3590","0"
"1956","3079","0"
"1956","2038","0"
"1956","3104","0"
"1957","2315","0"
"1958","3903","0"
"1958","3336","0"
"1958","2475","0"
"1958","3376","0"
"1959","3041","0"
"1959","3562","0"
"1959","3542","0"
"1959","3672","0"
"1959","2106","0"
"1960","2210","0"
"1960","2100","0"
"1961","3079","0"
"1961","3152","0"
"1962","2083","0"
"1962","3683","0"
"1962","3401","0"
"1963","3579","0"
"1963","3452","0"
"1964","2517","0"
"1964","2255","0"
"1964","3544","0"
"1964","3306","0"
"1965","3192","0"
"1965","2249","0"
"1966","3449","0"
"1966","3140","0"
"1966","2726","0"
"1966","3358","0"
"1967","3593","0"
"1967","3142","0"
"1967","3738","0"
"1967","2767","0"
"1968","3247","0"
"1968","3423","0"
"1968","2850","0"
"1968","3086","0"
"1968","2862","0"
"1969","2519","0"
"1969","3192","0"
"1969","2069","0"
"1970","3287","0"
"1971","2115","0"
"1972","3137","0"
"1972","3025","0"
"1972","2548","0"
"1972","2962","0"
"1972","2285","0"
"1973","2596","0"
"1973","3545","0"
"1974","2004","0"
"1974","3333","0"
"1975","2828","0"
"1975","3549","0"
"1976","2983","0"
"1976","2969","0"
"1976","3459","0"
"1977","2492","0"
"1978","2925","0"
"1978","2224","0"
"1978","3328","0"
"1979","3889","0"
"1979","2032","0"
"1979","2527","0"
"1979","2178","0"
"1980","3587","0"
"1981","3233","0"
"1982","2449","0"
"1982","2119","0"
"1982","2303","0"
"1982","2345","0"
"1982","2822","0"
"1983","3687","0"
"1983","3968","0"
"1983","3521","0"
"1983","2858","0"
"1984","2078","0"
"1984","3886","0"
"1984","2794","0"
"1984","3451","0"
"1985","2269","0"
"1985","2415","0"
"1985","3070","0"
"1985","3756","0"
"1985","3596","0"
"1986","3931","0"
"1986","3900","0"
"1986","2286","0"
"1987","2389","0"
"1988","3631","0"
"1988","2493","0"
"1988","3872","0"
"1989","3068","0"
"1989","3189","0"
"1990","2221","0"
"1990","2413","0"
"1991","3087","0"
"1991","2659","0"
"1991","2486","0"
"1991","3694","0"
"1991","3641","0"
"1992","3411","0"
"1992","2053","0"
"1992","3301","0"
"1993","2929","0"
"1993","2023","0"
"1993","3699","0"
"1993","3774","0"
"1994","2621","0"
"1994","2888","0"
"1995","3409","0"
"1995","3339","0"
"1995","3449","0"
"1995","2459","0"
"1995","3784","0"
"1996","2917","0"
"1997","2459","0"
"1997","3172","0"
"1997","2929","0"
"1997","2170","0"
"1997","2160","0"
"1998","3567","0"
"1998","3608","0"
"1998","2400","0"
"1998","3607","0"
"1998","3903","0"
"1999","2607","0"
"1999","2361","0"
"1999","2575","0"
"1999","3804","0"
"1999","3841","0"
"2881","4000","1"
"3931","4000","1"
"2229","4001","1"
"3903","4001","1"
"2589","4001","1"
"3323","4001","1"
"2663","4001","1"
"3828","4002","1"
"2968","4003","1"
"2230","4003","1"
"2769","4003","1"
"3376","4004","1"
"2936","4005","1"
"2346","4005","1"
"2093","4005","1"
"3717","4005","1"
"2253","4005","1"
"3107","4006","1"
"3028","4006","1"
"3334","4006","1"
"3773","4007","1"
"2150","4007","1"
"2747","4008","1"
"3449","4008","1"
"3071","4009","1"
"3836","4010","1"
"3047","4010","1"
"2776","4010","1"
"3572","4010","1"
"3513","4010","1"
"2378","4011","1"
"2764","4011","1"
"2653","4011","1"
"2520","4011","1"
"2805","4012","1"
"3353","4012","1"
"3142","4012","1"
"3380","4012","1"
"2071","4012","1"
"3582","4013","1"
"2130","4013","1"
"3682","4013","1"
"3839","4013","1"
"2531","4013","1"
"2921","4014","1"
"3322","4015","1"
"3437","4015","1"
"3040","4015","1"
"2234","4016","1"
"3852","4016","1"
"2066","4016","1"
"3071","4016","1"
"2001","4017","1"
"3575","4018","1"
"3468","4019","1"
"2640","4019","1"
"3789","4019","1"
"3802","4019","1"
"3600","4020","1"
"2370","4021","1"
"3111","4021","1"
"2669","4021","1"
"2270","4021","1"
"2779","4021","1"
"3669","4022","1"
"2658","4023","1"
"3499","4024","1"
"3087","4024","1"
"3845","4024","1"
"3692","4024","1"
"3095","4024","1"
"3598","4025","1"
"2848","4025","1"
"3129","4025","1"
"2897","4026","1"
"2991","4026","1"
"3257","4027","1"
"3049","4027","1"
"3067","4027","1"
"2645","4027","1"
"2262","4027","1"
"3036","4028","1"
"3105","4028","1"
"3097","4028","1"
"3493","4029","1"
"3566","4029","1"
"2115","4029","1"
"2646","4029","1"
"2197","4030","1"
"3091","4030","1"
"3409","4030","1"
"2019","4030","1"
"2245","4031","1"
"3221","4031","1"
"2335","4031","1"
"2485","4031","1"
"2112","4032","1"
"3638","4032","1"
"3664","4032","1"
"2465","4032","1"
"3745","4032","1"
"3655","4033","1"
"2009","4033","1"
"3255","4033","1"
"2329","4033","1"
"3346","4034","1"
"2006","4035","1"
"2260","4036","1"
"2219","4036","1"
"2773","4036","1"
"3924","4036","1"
"2748","4036","1"
"2271","4037","1"
"2536","4037","1"
"3001","4038","1"
"2629","4038","1"
"3215","4038","1"
"3642","4039","1"
"3891","4039","1"
"2712","4039","1"
"3468","4039","1"
"3266","4040","1"
"3939","4040","1"
"2243","4041","1"
"2932","4041","1"
"2163","4041","1"
"3744","4041","1"
"3960","4041","1"
"2124","4042","1"
"2150","4042","1"
"2248","4042","1"
"2078","4043","1"
"2787","4044","1"
"2667","4044","1"
"3431","4044","1"
"3516","4044","1"
"3905","4045","1"
"3338","4045","1"
"2843","4045","1"
"3654","4045","1"
"2506","4045","1"
"3526","4046","1"
"3472","4046","1"
"2446","4046","1"
"3653","4046","1"
"3548","4046","1"
"2923","4047","1"
"2241","4047","1"
"3007","4047","1"
"3418","4047","1"
"2274","4048","1"
"3953","4048","1"
"3296","4048","1"
"2800","4048","1"
"3265","4049","1"
"2371","4050","1"
"2805","4050","1"
"3978","4050","1"
"3815","4050","1"
"2347","4050","1"
"3104","4051","1"
"2085","4052","1"
"3316","4052","1"
"3662","4053","1"
"3417","4054","1"
"3554","4054","1"
"3966","4054","1"
"3380","4054","1"
"3848","4055","1"
"3861","4055","1"
"2234","4055","1"
"3077","4056","1"
"2708","4056","1"
"3511","4056","1"
"2161","4057","1"
"3614","4058","1"
"3040","4058","1"
"3397","4058","1"
"2289","4059","1"
"2081","4059","1"
"2647","4059","1"
"3033","4060","1"
"3185","4060","1"
"3558","4060","1"
"3059","4061","1"
"2703","4062","1"
"2082","4063","1"
"2979","4063","1"
"3320","4064","1"
"3680","4065","1"
"2951","4065","1"
"2129","4065","1"
"3759","4066","1"
"2781","4067","1"
"3518","4067","1"
"3440","4067","1"
"2741","4067","1"
"3462","4068","1"
"2083","4069","1"
"3684","4069","1"
"2948","4069","1"
"2559","4070","1"
"2869","4070","1"
"3892","4071","1"
"2368","4071","1"
"3669","4071","1"
"3968","4072","1"
"3593","4072","1"
"3376","4073","1"
"2394","4073","1"
"3623","4073","1"
"3920","4074","1"
"3133","4074","1"
"3068","4075","1"
"2505","4075","1"
"2539","4075","1"
"3026","4075","1"
"3656","4076","1"
"3304","4077","1"
"2929","4077","1"
"2939","4078","1"
"3629","4078","1"
"2265","4079","1"
"3701","4079","1"
"2347","4079","1"
"2263","4079","1"
"3405","4079","1"
"3957","4080","1"
"2499","4080","1"
"2869","4080","1"
"3856","4080","1"
"3122","4080","1"
"2577","4081","1"
"3573","4081","1"
"3702","4081","1"
"3735","4081","1"
"2131","4081","1"
"2900","4082","1"
"3590","4082","1"
"2090","4082","1"
"2206","4082","1"
"3279","4083","1"
"2766","4083","1"
"2566","4083","1"
"3767","4083","1"
"2485","4084","1"
"3919","4084","1"
"3743","4085","1"
"3170","4085","1"
"2747","4085","1"
"3279","4086","1"
"3241","4086","1"
"3964","4086","1"
"3670","4087","1"
"3488","4088","1"
"3965","4089","1"
"2531","4089","1"
"3705","4089","1"
"3232","4089","1"
"2263","4090","1"
"3047","4090","1"
"2002","4091","1"
"2569","4091","1"
"3114","4092","1"
"2697","4092","1"
"3182","4092","1"
"2049","4093","1"
"2700","4094","1"
"2895","4094","1"
"2128","4094","1"
"3782","4095","1"
"2419","4096","1"
"2043","4097","1"
"2260","4097","1"
"2273","4097","1"
"2550","4098","1"
"2008","4098","1"
"3328","4098","1"
"2210","4098","1"
"2340","4098","1"
"2487","4099","1"
"2113","4099","1"
"3310","4099","1"
"3256","4099","1"
"2535","4100","1"
"2311","4100","1"
"3508","4101","1"
"3154","4102","1"
"3852","4102","1"
"3147","4102","1"
"3250","4102","1"
"2698","4102","1"
"2182","4103","1"
"3545","4103","1"
"3949","4103","1"
"2709","4104","1"
"2277","4105","1"
"3048","4105","1"
"3429","4106","1"
"2515","4106","1"
"2663","4106","1"
"3442","4106","1"
"3641","4107","1"
"2061","4107","1"
"3807","4107","1"
"3805","4107","1"
"3382","4108","1"
"3832","4108","1"
"2612","4109","1"
"2328","4109","1"
"2453","4110","1"
"2440","4110","1"
"3693","4110","1"
"3718","4110","1"
"3553","4110","1"
"3065","4111","1"
"3949","4111","1"
"2362","4111","1"
"3364","4111","1"
"2727","4111","1"
"3820","4112","1"
"2505","4112","1"
"3709","4112","1"
"2277","4112","1"
"2944","4112","1"
"3303","4113","1"
"3279","4113","1"
"3878","4114","1"
"3361","4114","1"
"2662","4114","1"
"3958","4114","1"
"3131","4115","1"
"2306","4115","1"
"2976","4115","1"
"3149","4115","1"
"3902","4116","1"
"3794","4116","1"
"3713","4116","1"
"3412","4117","1"
"3153","4117","1"
"2136","4117","1"
"3381","4117","1"
"3476","4117","1"
"3584","4118","1"
"2461","4118","1"
"3921","4118","1"
"2983","4119","1"
"3330","4119","1"
"3255","4119","1"
"3145","4119","1"
"2751","4119","1"
"2716","4120","1"
"3418","4121","1"
"3378","4122","1"
"3117","4122","1"
"2803","4123","1"
"3002","4123","1"
"3378","4123","1"
"3157","4124","1"
"2684","4124","1"
"2406","4124","1"
"3207","4124","1"
"3070","4124","1"
"2730","4125","1"
"3019","4125","1"
"3596","4125","1"
"3994","4125","1"
"2978","4126","1"
"3488","4126","1"
"2096","4126","1"
"3281","4127","1"
"3059","4127","1"
"2268","4127","1"
"2575","4127","1"
"3938","4127","1"
"2418","4128","1"
"3489","4128","1"
"3805","4129","1"
"2516","4129","1"
"2195","4129","1"
"2303","4129","1"
"3944","4130","1"
"3522","4130","1"
"3550","4130","1"
"3544","4130","1"
"3165","4131","1"
"3862","4131","1"
"2910","4131","1"
"3919","4132","1"
"3887","4132","1"
"3679","4132","1"
"3305","4133","1"
"2126","4133","1"
"2867","4134","1"
"3869","4134","1"
"2850","4135","1"
"3966","4135","1"
"2269","4136","1"
"3810","4136","1"
"3149","4136","1"
"3524","4136","1"
"2914","4137","1"
"3935","4137","1"
"3176","4137","1"
"2447","4137","1"
"3294","4137","1"
"2813","4138","1"
"3400","4138","1"
"2134","4138","1"
"2254","4138","1"
"2373","4139","1"
"3116","4140","1"
"2788","4141","1"
"3062","4141","1"
"3113","4141","1"
"3955","4141","1"
"3651","4141","1"
"3336","4142","1"
"3175","4142","1"
"2165","4142","1"
"3435","4142","1"
"3603","4142","1"
"2795","4143","1"
"3806","4143","1"
"3919","4144","1"
"2465","4144","1"
"2216","4144","1"
"3668","4144","1"
"2342","4145","1"
"2984","4145","1"
"3336","4145","1"
"2831","4145","1"
"2127","4146","1"
"3105","4146","1"
"2171","4146","1"
"2014","4147","1"
"3732","4147","1"
"3704","4148","1"
"3924","4148","1"
"3581","4148","1"
"2343","4148","1"
"2949","4148","1"
"3985","4149","1"
"3093","4149","1"
"3914","4149","1"
"3336","4149","1"
"2764","4150","1"
"3436","4151","1"
"2552","4151","1"
"2499","4151","1"
"2274","4152","1"
"2501","4152","1"
"2676","4152","1"
"3471","4152","1"
"2410","4153","1"
"2489","4153","1"
"2706","4153","1"
"2281","4154","1"
"2713","4154","1"
"2320","4155","1"
"2790","4155","1"
"2036","4155","1"
"3745","4155","1"
"3149","4155","1"
"3922","4156","1"
"2532","4156","1"
"3376","4156","1"
"3806","4157","1"
"2063","4157","1"
"2159","4157","1"
"3635","4158","1"
"2017","4158","1"
"2645","4158","1"
"3339","4158","1"
"2193","4158","1"
"3927","4159","1"
"3633","4159","1"
"3053","4159","1"
"3843","4160","1"
"3993","4160","1"
"3406","4161","1"
"3845","4161","1"
"2323","4161","1"
"3392","4162","1"
"3311","4162","1"
"3245","4162","1"
"2722","4163","1"
"3431","4163","1"
"2175","4164","1"
"2317","4164","1"
"2725","4164","1"
"2413","4165","1"
"3438","4166","1"
"2511","4166","1"
"2119","4167","1"
"3532","4168","1"
"3729","4169","1"
"3698","4169","1"
"3743","4169","1"
"3776","4169","1"
"2850","4170","1"
"2033","4171","1"
"3885","4171","1"
"2349","4171","1"
"3527","4172","1"
"2017","4172","1"
"3612","4173","1"
"2648","4173","1"
"3410","4174","1"
"3509","4174","1"
"2686","4174","1"
"2539","4174","1"
"3110","4175","1"
"3633","4175","1"
"2785","4175","1"
"2771","4175","1"
"3026","4175","1"
"3469","4176","1"
"2995","4176","1"
"2238","4177","1"
"3660","4177","1"
"2898","4177","1"
"3875","4177","1"
"3123","4177","1"
"3571","4178","1"
"2874","4178","1"
"2764","4179","1"
"3852","4179","1"
"3300","4179","1"
"3892","4180","1"
"3990","4180","1"
"3649","4180","1"
"2989","4181","1"
"2860","4181","1"
"2396","4181","1"
"3401","4181","1"
"3836","4182","1"
"2348","4182","1"
"2725","4182","1"
"3387","4183","1"
"2681","4183","1"
"2731","4183","1"
"3237","4183","1"
"3431","4184","1"
"2308","4184","1"
"2915","4184","1"
"2277","4184","1"
"2491","4185","1"
"3008","4185","1"
"2159","4185","1"
"3411","4185","1"
"2236","4186","1"
"3012","4187","1"
"2945","4187","1"
"2425","4187","1"
"3470","4187","1"
"3545","4187","1"
"3276","4188","1"
"3776","4188","1"
"3899","4188","1"
"2889","4188","1"
"2015","4188","1"
"3584","4189","1"
"2846","4190","1"
"2074","4190","1"
"2366","4190","1"
"2552","4190","1"
"3676","4190","1"
"2539","4191","1"
"3343","4192","1"
"2280","4192","1"
"3402","4192","1"
"2437","4192","1"
"2553","4192","1"
"3374","4193","1"
"2686","4194","1"
"2343","4194","1"
"3749","4194","1"
"2859","4194","1"
"3715","4195","1"
"2809","4195","1"
"3304","4196","1"
"2716","4196","1"
"3020","4197","1"
"3717","4197","1"
"3951","4197","1"
"2812","4197","1"
"2797","4198","1"
"2141","4198","1"
"2200","4198","1"
"3869","4198","1"
"2390","4199","1"
"2226","4199","1"
"2088","4199","1"
"3773","4199","1"
"2759","4199","1"
"2819","4200","1"
"2915","4200","1"
"2272","4201","1"
"2826","4202","1"
"2128","4202","1"
"2245","4202","1"
"2235","4202","1"
"2852","4203","1"
"3250","4204","1"
"2950","4205","1"
"3996","4206","1"
"2131","4206","1"
"3793","4207","1"
"2675","4207","1"
"3632","4207","1"
"2475","4208","1"
"3835","4209","1"
"3025","4210","1"
"2150","4210","1"
"2820","4210","1"
"3181","4211","1"
"3981","4211","1"
"3685","4211","1"
"3392","4212","1"
"2077","4212","1"
"3720","4213","1"
"3578","4213","1"
"3208","4214","1"
"3880","4214","1"
"3140","4214","1"
"2533","4214","1"
"2233","4215","1"
"2204","4216","1"
"2913","4216","1"
"3885","4216","1"
"3845","4217","1"
"2989","4217","1"
"2852","4218","1"
"2732","4218","1"
"2727","4219","1"
"3911","4220","1"
"2443","4220","1"
"3261","4220","1"
"3094","4221","1"
"3321","4221","1"
"3194","4221","1"
"3806","4221","1"
"3529","4222","1"
"2885","4223","1"
"2323","4223","1"
"3139","4223","1"
"2733","4223","1"
"2410","4224","1"
"2265","4224","1"
"2371","4224","1"
"3450","4224","1"
"2731","4224","1"
"3189","4225","1"
"3345","4225","1"
"2693","4225","1"
"3450","4226","1"
"3338","4226","1"
"3684","4226","1"
"2438","4227","1"
"2883","4227","1"
"2153","4227","1"
"2267","4228","1"
"2726","4229","1"
"2879","4230","1"
"3319","4231","1"
"2920","4231","1"
"3750","4231","1"
"2717","4231","1"
"3330","4231","1"
"2076","4232","1"
"3315","4232","1"
"3407","4232","1"
"3217","4232","1"
"3747","4232","1"
"2146","4233","1"
"3880","4234","1"
"2778","4234","1"
"2621","4235","1"
"3616","4235","1"
"2889","4235","1"
"3930","4235","1"
"2864","4235","1"
"3564","4236","1"
"2639","4237","1"
"3384","4238","1"
"3973","4238","1"
"3693","4238","1"
"3023","4239","1"
"3707","4239","1"
"2961","4240","1"
"2584","4241","1"
"3769","4241","1"
"3723","4241","1"
"2211","4242","1"
"3947","4242","1"
"3243","4242","1"
"2094","4242","1"
"3414","4242","1"
"2796","4243","1"
"3102","4243","1"
"3521","4243","1"
"2945","4244","1"
"3784","4244","1"
"2580","4244","1"
"3634","4244","1"
"3901","4244","1"
"2904","4245","1"
"3202","4245","1"
"3903","4245","1"
"3746","4245","1"
"3818","4246","1"
"3381","4246","1"
"3339","4246","1"
"3029","4246","1"
"3191","4247","1"
"3563","4247","1"
"3840","4247","1"
"3522","4247","1"
"2341","4248","1"
"3846","4248","1"
"2065","4248","1"
"3239","4248","1"
"3830","4248","1"
"3035","4249","1"
"3026","4249","1"
"3948","4249","1"
"3275","4249","1"
"3549","4250","1"
"2586","4250","1"
"3035","4250","1"
"2607","4250","1"
"2841","4251","1"
"2841","4251","1"
"2138","4252","1"
"3960","4252","1"
"3851","4252","1"
"3458","4252","1"
"3525","4252","1"
"3386","4253","1"
"3228","4254","1"
"2480","4255","1"
"2257","4255","1"
"2081","4255","1"
"3134","4255","1"
"2110","4256","1"
"3793","4256","1"
"3178","4256","1"
"2146","4256","1"
"2208","4256","1"
"2835","4257","1"
"3146","4257","1"
"2408","4257","1"
"3545","4258","1"
"2706","4258","1"
"3618","4259","1"
"2103","4260","1"
"3964","4261","1"
"3878","4261","1"
"2623","4261","1"
"3159","4262","1"
"2823","4262","1"
"2211","4262","1"
"2803","4262","1"
"3924","4262","1"
"3779","4263","1"
"2865","4263","1"
"3548","4263","1"
"3766","4263","1"
"3429","4263","1"
"2354","4264","1"
"3857","4264","1"
"2772","4264","1"
"3071","4264","1"
"2750","4264","1"
"2671","4265","1"
"2756","4266","1"
"3292","4266","1"
"3994","4267","1"
"3042","4267","1"
"2326","4268","1"
"2861","4269","1"
"2965","4269","1"
"3965","4269","1"
"3067","4270","1"
"2479","4270","1"
"3611","4270","1"
"3826","4270","1"
"3457","4270","1"
"3353","4271","1"
"3195","4271","1"
"2436","4272","1"
"3114","4272","1"
"3045","4273","1"
"3553","4273","1"
"3915","4274","1"
"2991","4274","1"
"3610","4275","1"
"3586","4275","1"
"2463","4275","1"
"3908","4276","1"
"2060","4276","1"
"2806","4276","1"
"2908","4277","1"
"2090","4277","1"
"2551","4278","1"
"3255","4278","1"
"3419","4278","1"
"3476","4279","1"
"3999","4279","1"
"3359","4280","1"
"2781","4280","1"
"2337","4281","1"
"3481","4281","1"
"2913","4281","1"
"3701","4281","1"
"2227","4281","1"
"3910","4282","1"
"2701","4282","1"
"2391","4282","1"
"2713","4282","1"
"3668","4283","1"
"2226","4283","1"
"3799","4283","1"
"3120","4283","1"
"3062","4284","1"
"2898","4284","1"
"3027","4284","1"
"2773","4285","1"
"2243","4286","1"
"2767","4287","1"
"3240","4287","1"
"3335","4287","1"
"2404","4287","1"
"3375","4287","1"
"2210","4288","1"
"3420","4288","1"
"3959","4288","1"
"3146","4289","1"
"3696","4290","1"
"2385","4290","1"
"3509","4290","1"
"2585","4290","1"
"3404","4291","1"
"2143","4291","1"
"3288","4291","1"
"2671","4291","1"
"2157","4291","1"
"3099","4292","1"
"2069","4292","1"
"2302","4292","1"
"2025","4293","1"
"3448","4293","1"
"2897","4294","1"
"3450","4294","1"
"3334","4294","1"
"3339","4294","1"
"3429","4294","1"
"2880","4295","1"
"2775","4295","1"
"2134","4295","1"
"3696","4295","1"
"2064","4296","1"
"3337","4296","1"
"2522","4296","1"
"2440","4297","1"
"2852","4297","1"
"3747","4297","1"
"3951","4297","1"
"3887","4297","1"
"3139","4298","1"
"2903","4299","1"
"3987","4299","1"
"2248","4299","1"
"3935","4299","1"
"2954","4299","1"
"3205","4300","1"
"3581","4300","1"
"2156","4300","1"
"3714","4300","1"
"2307","4300","1"
"2065","4301","1"
"2764","4301","1"
"2300","4301","1"
"2333","4301","1"
"3775","4301","1"
"3811","4302","1"
"2978","4302","1"
"3892","4302","1"
"2791","4302","1"
"2670","4303","1"
"2845","4303","1"
"2674","4303","1"
"2591","4304","1"
"2217","4304","1"
"3932","4304","1"
"2313","4304","1"
"2323","4305","1"
"2712","4305","1"
"2723","4306","1"
"3915","4306","1"
"2147","4306","1"
"3245","4306","1"
"2231","4307","1"
"3049","4307","1"
"2374","4307","1"
"2216","4307","1"
"2239","4308","1"
"3883","4308","1"
"2472","4308","1"
"3426","4309","1"
"3291","4309","1"
"2849","4309","1"
"3045","4310","1"
"2981","4310","1"
"2057","4310","1"
"2117","4310","1"
"2432","4310","1"
"3698","4311","1"
"3191","4311","1"
"3615","4311","1"
"3068","4311","1"
"2141","4312","1"
"3415","4312","1"
"3676","4312","1"
"2344","4313","1"
"2681","4313","1"
"3057","4313","1"
"2406","4313","1"
"2170","4314","1"
"3205","4314","1"
"3125","4314","1"
"3373","4314","1"
"3371","4315","1"
"2279","4315","1"
"2663","4315","1"
"3761","4316","1"
"2427","4317","1"
"3947","4318","1"
"3349","4319","1"
"3636","4319","1"
"3450","4320","1"
"3576","4320","1"
"3428","4321","1"
"3703","4321","1"
"2440","4322","1"
"2369","4323","1"
"3447","4323","1"
"2770","4324","1"
"2730","4325","1"
"2340","4325","1"
"2678","4325","1"
"2994","4325","1"
"3978","4325","1"
"3625","4326","1"
"2020","4326","1"
"3944","4326","1"
"3597","4327","1"
"2908","4328","1"
"3005","4328","1"
"2636","4328","1"
"3894","4329","1"
"3043","4329","1"
"3015","4329","1"
"2309","4330","1"
"2529","4330","1"
"3635","4330","1"
"2821","4330","1"
"2558","4331","1"
"3351","4331","1"
"3400","4332","1"
"2495","4332","1"
"2338","4332","1"
"2506","4332","1"
"3709","4332","1"
"3944","4333","1"
"2888","4333","1"
"2282","4334","1"
"2533","4334","1"
"2520","4334","1"
"3792","4335","1"
"3831","4335","1"
"2228","4335","1"
"2816","4335","1"
"3143","4336","1"
"3675","4336","1"
"2678","4337","1"
"3831","4338","1"
"2198","4339","1"
"2473","4339","1"
"2734","4339","1"
"2939","4340","1"
"2533","4340","1"
"3788","4340","1"
"3574","4341","1"
"2090","4341","1"
"3569","4341","1"
"2897","4341","1"
"3576","4342","1"
"3916","4342","1"
"2840","4342","1"
"3101","4342","1"
"2587","4343","1"
"2119","4343","1"
"2901","4343","1"
"2678","4344","1"
"3201","4344","1"
"2364","4344","1"
"2586","4345","1"
"2507","4345","1"
"2948","4346","1"
"2979","4346","1"
"3159","4347","1"
"2329","4347","1"
"3389","4347","1"
"2018","4348","1"
"2768","4349","1"
"2285","4349","1"
"2258","4349","1"
"2218","4350","1"
"3365","4351","1"
"2232","4351","1"
"2627","4351","1"
"3721","4351","1"
"3759","4352","1"
"3486","4353","1"
"2737","4353","1"
"2089","4353","1"
"3265","4353","1"
"3316","4354","1"
"3799","4354","1"
"2997","4354","1"
"3257","4355","1"
"2612","4355","1"
"2466","4355","1"
"2530","4355","1"
"2288","4355","1"
"3385","4356","1"
"2181","4356","1"
"2757","4356","1"
"3463","4356","1"
"3144","4357","1"
"3467","4357","1"
"3383","4358","1"
"2622","4358","1"
"3878","4358","1"
"2613","4358","1"
"3628","4359","1"
"2977","4359","1"
"3466","4360","1"
"2927","4360","1"
"2018","4361","1"
"3240","4361","1"
"2624","4362","1"
"2214","4362","1"
"3009","4362","1"
"2622","4362","1"
"3966","4363","1"
"2963","4363","1"
"3302","4364","1"
"3664","4364","1"
"2758","4364","1"
"3230","4365","1"
"2236","4365","1"
"2540","4366","1"
"2978","4366","1"
"2296","4367","1"
"2088","4367","1"
"3686","4367","1"
"2799","4368","1"
"3328","4368","1"
"2486","4368","1"
"2352","4368","1"
"3494","4368","1"
"2758","4369","1"
"2582","4369","1"
"3512","4369","1"
"3217","4370","1"
"3684","4370","1"
"3728","4370","1"
"2059","4370","1"
"2253","4370","1"
"3203","4371","1"
"3283","4372","1"
"3812","4372","1"
"2975","4372","1"
"2800","4372","1"
"3094","4373","1"
"2548","4373","1"
"2476","4373","1"
"3625","4373","1"
"2844","4374","1"
"2694","4374","1"
"2381","4374","1"
"3885","4374","1"
"2822","4374","1"
"3268","4375","1"
"2138","4376","1"
"3805","4376","1"
"3488","4376","1"
"3534","4376","1"
"2427","4376","1"
"3639","4377","1"
"3565","4378","1"
"3905","4378","1"
"3728","4378","1"
"3320","4378","1"
"2565","4379","1"
"2000","4379","1"
"2578","4379","1"
"3411","4380","1"
"3589","4380","1"
"3737","4380","1"
"3370","4381","1"
"2458","4381","1"
"2584","4382","1"
"2317","4382","1"
"2740","4382","1"
"3649","4383","1"
"3943","4383","1"
"3462","4383","1"
"2885","4383","1"
"3523","4383","1"
"3020","4384","1"
"2981","4384","1"
"2457","4384","1"
